,Item,Price,Link
74,"Boult Audio K40 True Wireless in Ear Earbuds with 48H Playtime, Clear Calling 4 Mics, 45ms Low Latency Gaming, Premium Grip, 13mm Bass Drivers, Type-C Fast Charging, BTv 5.3 Ear Buds TWS (Ivory White)","1,299",https://amazon.in//sspa/click?ie=UTF8&spc=MToyODkyNjk5Nzk2Mjk0MTgwOjE3MTk2NTcwNzk6c3BfYXRmX25leHQ6MzAwMTM1OTk4NTQ2OTMyOjowOjo&url=%2FBoult-Wireless-Earbuds-Playtime-Charging%2Fdp%2FB0CTCX6CHW%2Fref%3Dsr_1_34_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657079%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-34-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
75,"Noise Two Wireless On-Ear Headphones with 50 Hours Playtime, Low Latency(up to 40ms), 4 Play Modes, Dual Pairing, BT v5.3 (Calm White)","1,697",https://amazon.in//Launched-Noise-Headphones-Playtime-Latency/dp/B0B1PW53LT/ref=sr_1_35?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ&dib_tag=se&keywords=headphones&qid=1719657079&sprefix=hea%2Caps%2C323&sr=8-35
76,ZEBRONICS Duke 60hrs Playtime Bluetooth Wireless Over Ear Headphone with Mic (Black),"1,399",https://amazon.in//Zebronics-Bluetooth-Headphone-Multifunction-Black/dp/B088FM4QG4/ref=sr_1_36?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ&dib_tag=se&keywords=headphones&qid=1719657079&sprefix=hea%2Caps%2C323&sr=8-36
77,"ZEBRONICS Zeb-Dynamic with Bluetooth Supporting Headphone, Aux Input, Call Function and Media/Volume Control | Voice Assistant Support (Red)",699,https://amazon.in//Zebronics-Zeb-Dynamic-Bluetooth-Supporting-Red/dp/B09ZJ45J7L/ref=sr_1_8?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657061&sprefix=hea%2Caps%2C323&sr=8-8
78,Sony ZX Series MDR-ZX310AP Headband Stereo Headset -Black,"1,288",https://amazon.in//Sony-MDR-ZX310AP-Headband-Stereo-Headset/dp/B0784BMDRW/ref=sr_1_37?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ&dib_tag=se&keywords=headphones&qid=1719657079&sprefix=hea%2Caps%2C323&sr=8-37
79,"pTron Pride Indie in-Ear Wired Earphones with Mic, Stereo Sound, 10mm Drivers, Snug-fit Design, Passive Noise Cancellation, in-line Controls, Universal 3.5mm Aux & 1.2m Tange-Free Cable (Black)",75,https://amazon.in//gp/bestsellers/electronics/14146389031/ref=sr_bs_5_14146389031_1
80,"ZEBRONICS Zeb-Dynamic with Bluetooth Supporting Headphone, Aux Input, Call Function and Media/Volume Control",699,https://amazon.in//Zebronics-Zeb-Dynamic-Bluetooth-Supporting-Headphone/dp/B0829QJRTV/ref=sr_1_39?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ&dib_tag=se&keywords=headphones&qid=1719657079&sprefix=hea%2Caps%2C323&sr=8-39
81,Sony Mdr-Zx310Ap Wired On Ear Headphones with Mic (Blue),"1,325",https://amazon.in//Sony-Mdr-Zx310Ap-Wired-Headphones-Blue/dp/B00K0AMYFO/ref=sr_1_40?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ&dib_tag=se&keywords=headphones&qid=1719657079&sprefix=hea%2Caps%2C323&sr=8-40
82,"Zebronics Storm Wired On Ear Headphone with 3.5mm Jack, Built-in Microphone for Calling,1.5 Meter Cable, Soft Ear Cushion, Adjustable Headband,Foldable Ear Cups(White)",499,https://amazon.in//Zebronics-Headphone-Microphone-Adjustable-Headband/dp/B0CFQVLG49/ref=sr_1_41?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ&dib_tag=se&keywords=headphones&qid=1719657079&sprefix=hea%2Caps%2C323&sr=8-41
83,"boAt Rockerz 550 Over Ear Bluetooth Headphones with Upto 20 Hours Playback, 50MM Drivers, Soft Padded Ear Cushions and Physical Noise Isolation(Black)","2,599",https://amazon.in//Boat-Rockerz-550-Headphone-Aesthetics/dp/B0856HY85J/ref=sr_1_42?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ&dib_tag=se&keywords=headphones&qid=1719657079&sprefix=hea%2Caps%2C323&sr=8-42
84,"pTron Boom Play X2 Type C in-Ear Wired Headphones with Mic, IEM Design, 13mm Driver for Entrancing Sound, in-line Controls, Snug-fit Wired Earphones & 1.2m Fish Scale Style Tangle-Free Cable (Blue)",499,https://amazon.in//sspa/click?ie=UTF8&spc=MToyODkyNjk5Nzk2Mjk0MTgwOjE3MTk2NTcwNzk6c3BfbXRmOjMwMDIxMjE0MTUyNTQzMjo6MDo6&url=%2FpTron-Boom-Play-X2-Tangle-Free%2Fdp%2FB0D3865K8F%2Fref%3Dsr_1_43_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657079%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-43-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
85,"pTron Bassbuds Fute TWS Earbuds with Mic, Bluetooth V5.1 Wireless Headphones, 13mm Driver, 25Hrs Playtime, Snug-Fit in-Ear Buds, Touch Control, Voice Assistant & Type C Fast Charging (Pearl White)",799,https://amazon.in//sspa/click?ie=UTF8&spc=MToyODkyNjk5Nzk2Mjk0MTgwOjE3MTk2NTcwNzk6c3BfbXRmOjMwMDIwNjgyODY2NzAzMjo6MDo6&url=%2FpTron-Bassbuds-Fute-Bluetooth-Headphones%2Fdp%2FB0D3XG119P%2Fref%3Dsr_1_44_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657079%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-44-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
86,"soundcore by Anker Q20i Wireless Bluetooth Over-Ear Headphones with Hybrid Active Noise Cancelling, 40h Playtime in ANC Mode, Hi-Res Audio, Deep Bass, Personalization via App (Black)","4,498",https://amazon.in//soundcore-Bluetooth-Headphones-Cancelling-Personalization/dp/B0C3HCD34R/ref=sr_1_45?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ&dib_tag=se&keywords=headphones&qid=1719657079&sprefix=hea%2Caps%2C323&sr=8-45
87,"Sony WH-CH720N, Wireless Over-Ear Active Noise Cancellation Headphones with Mic, up to 35 Hours Playtime, Multi-Point Connection, App Support, AUX & Voice Assistant Support for Mobile Phones (Black)","9,990",https://amazon.in//Sony-Cancellation-Headphones-Multi-Point-Connection/dp/B0BS1QCFHX/ref=sr_1_46?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ&dib_tag=se&keywords=headphones&qid=1719657079&sprefix=hea%2Caps%2C323&sr=8-46
88,"ZEBRONICS Zeb-Bro in Ear Wired Earphones with Mic, 3.5mm Audio Jack, 10mm Drivers, Phone/Tablet Compatible(Blue)",175,https://amazon.in//ZEBRONICS-Zeb-Bro-Earphones-Drivers-Compatible/dp/B09R24HMNW/ref=sr_1_9?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657061&sprefix=hea%2Caps%2C323&sr=8-9
89,"ZEBRONICS Thunder Bluetooth Wireless On Ear Headphone FM, mSD, 60hrs Playback with Mic (Neon Yellow)",749,https://amazon.in//ZEBRONICS-Zeb-Thunder-Bluetooth-Neon-Yellow/dp/B09B9SD1QH/ref=sr_1_47?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ&dib_tag=se&keywords=headphones&qid=1719657079&sprefix=hea%2Caps%2C323&sr=8-47
90,GKA Wireless Headphones Bluetooth 5.0 Over Ear Headphones Foldable Headset with Built-in Mic Lightweight Headset with Memory Card Support Black,449.,https://amazon.in//GKA-P47-Headphones-Bluetooth-Lightweight/dp/B0CJM95S46/ref=sr_1_48?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ&dib_tag=se&keywords=headphones&qid=1719657079&sprefix=hea%2Caps%2C323&sr=8-48
91,"Oneplus Bullets Z2 Bluetooth Wireless in Ear Earphones with Mic, Bombastic Bass - 12.4 mm Drivers, 10 Mins Charge - 20 Hrs Music, 30 Hrs Battery Life, IP55 Dust and Water Resistant (Magico Black)","1,799",https://amazon.in//Oneplus-Bluetooth-Wireless-Earphones-Bombastic/dp/B09TVVGXWS/ref=sr_1_49?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ&dib_tag=se&keywords=headphones&qid=1719657079&sprefix=hea%2Caps%2C323&sr=8-49
92,"Noise Newly Launched Three Wireless On-Ear Headphones with 70H Playtime, 40mm Driver, Low Latency(up to 45ms),Dual Pairing, BT v5.3 (Chocolate Brown)","1,997",https://amazon.in//Noise-Launched-Wireless-Headphones-Chocolate/dp/B0CFYJQT21/ref=sr_1_50?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ&dib_tag=se&keywords=headphones&qid=1719657079&sprefix=hea%2Caps%2C323&sr=8-50
93,"soundcore by Anker, Space One, Active Noise Cancelling Headphones, 2X Stronger Voice Reduction, 40H ANC Playtime, App Control, LDAC Hi-Res Wireless Audio, Comfortable Fit, Clear Calls, Bluetooth 5.3","8,999",https://amazon.in//Soundcore-Cancelling-Headphones-Reduction-Comfortable/dp/B0C6KJ3R71/ref=sr_1_51?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ&dib_tag=se&keywords=headphones&qid=1719657079&sprefix=hea%2Caps%2C323&sr=8-51
94,"Noise Newly Launched Three Wireless On-Ear Headphones with 70H Playtime, 40mm Driver, Low Latency(up to 45ms),Dual Pairing, BT v5.3 (Jet Black)","1,997",https://amazon.in//Noise-Launched-Wireless-Headphones-Playtime/dp/B0CFYM2259/ref=sr_1_52?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ&dib_tag=se&keywords=headphones&qid=1719657079&sprefix=hea%2Caps%2C323&sr=8-52
95,"Boult Audio RCharge Wireless in Ear Bluetooth Earphones with ENC Mic, 30H Playtime, 50ms Low Latency Gaming Mode, Dual Pairing, Type-C Fast Charging (10Min=12Hrs), 10mm Bass Drivers Neckband (Green)",699,https://amazon.in//sspa/click?ie=UTF8&spc=MToyODkyNjk5Nzk2Mjk0MTgwOjE3MTk2NTcwNzk6c3BfYnRmOjMwMDAwNzYyNjc0NjQzMjo6MDo6&url=%2FBoult-Audio-Wireless-Bluetooth-Earphones%2Fdp%2FB0C781JFZ6%2Fref%3Dsr_1_53_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657079%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-53-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
96,"Noise Buds N1 in-Ear Truly Wireless Earbuds with Chrome Finish, 40H of Playtime, Quad Mic with ENC, Ultra Low Latency(up to 40 ms), Instacharge(10 min=120 min), BT v5.3(Ice Blue)","1,297",https://amazon.in//sspa/click?ie=UTF8&spc=MToyODkyNjk5Nzk2Mjk0MTgwOjE3MTk2NTcwNzk6c3BfYnRmOjMwMDEzNDMwNDE0NjczMjo6MDo6&url=%2FNoise-Launched-Wireless-Playtime-Instacharge%2Fdp%2FB0CQJZD55X%2Fref%3Dsr_1_54_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.hE5Tfx7qjJcQkaeXumVlNk2edT7ouTu0Z3qTFkr2hv6bqe2Lbm0AUI1D1yFpdn4ItdsGaaD54gq4yZwOoBW4zRp5OnaYimuTssAIk2pL1SAJnFGn0F3w1qU2OQ076PccTzYnqGYYhp8lVmNhACt1uKxAamcm5eraLchQ-wUqJ0h8dNo4wnUh6yfQDHUw2icprmqRMm3jT_LcEexwIDHmeYlueodZOE7ago9KGURD99Q.LGHXL4rXU0cg_2dGK69r7MB2N0oLYoK0fijIQHhrzIQ%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657079%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-54-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
97,"EDYELL V2 True Wireless Earbud, Bluetooth 5.3 TWS 3D Stereo with Earhook, 50H Playtime, Touch Control. Earbuds with Dual-LED Display, IPX7 Waterproof Earphones Built-in Mic for Running Workout Sport","2,299",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1OTcwNjk5ODY0ODIyMTgwOjE3MTk2NTcwODc6c3BfYXRmX25leHQ6MzAwMTc0NjU1NzUxMjMyOjowOjo&url=%2FEDYELL-Wireless-Bluetooth-Waterproof-Earphones%2Fdp%2FB0CXPRB657%2Fref%3Dsr_1_49_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.rnXaVTUwhQ97Ddh9S6KjEuSCvETUCiBggpEXsUR6hKXLabUMTx6WnC1H5J18CxY8hq_n3gpfQsuJm56yaA0RkpM-Dn_SmAwpXi3o4MehochZqcc0-3HwiW2NNfXlAZ_oBIuVOYgoVUL3Hk3-NXXurIlMP1e-pPbIF_vEbyYISV7yv890ZzEMHl0uGZgpX8481q70i_tXFIXxtYxkX908iQrcjpSDiR9aABC7gDiQzkY.cOuvzR9fTmwmiHAtGzjVIPaQWpToF-md36MMxXMiT78%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657087%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-49-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
98,"Boult Audio Z40 Gaming in Ear Earbuds with 60H Playtime, Dual Device Pairing, Built-in App Support, 40ms Ultra Low Latency, Quad Mic ENC, RGB LEDs, Bluetooth 5.4, IPX5 Ear buds TWS (Electric White)","1,499",https://amazon.in//sspa/click?ie=UTF8&spc=MTo1OTcwNjk5ODY0ODIyMTgwOjE3MTk2NTcwODc6c3BfYXRmX25leHQ6MzAwMTc5MDA0NjE0MjMyOjowOjo&url=%2FBoult-Earbuds-Playtime-Bluetooth-Electric%2Fdp%2FB0D1VKN1VG%2Fref%3Dsr_1_50_sspa%3Fcrid%3D1RX9B2Y19OZKP%26dib%3DeyJ2IjoiMSJ9.rnXaVTUwhQ97Ddh9S6KjEuSCvETUCiBggpEXsUR6hKXLabUMTx6WnC1H5J18CxY8hq_n3gpfQsuJm56yaA0RkpM-Dn_SmAwpXi3o4MehochZqcc0-3HwiW2NNfXlAZ_oBIuVOYgoVUL3Hk3-NXXurIlMP1e-pPbIF_vEbyYISV7yv890ZzEMHl0uGZgpX8481q70i_tXFIXxtYxkX908iQrcjpSDiR9aABC7gDiQzkY.cOuvzR9fTmwmiHAtGzjVIPaQWpToF-md36MMxXMiT78%26dib_tag%3Dse%26keywords%3Dheadphones%26qid%3D1719657087%26sprefix%3Dhea%252Caps%252C323%26sr%3D8-50-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
99,"boAt Rockerz 460 Wireless Over Ear Headphones w/Up to 30hrs Playtime, 40mm Drivers, BEASTâ„¢ Mode, ENxâ„¢, Dual Pairing, BT v5.2, Instant Voice Assistant, Adaptive Fit(Active Black)","1,799",https://amazon.in//boAt-Rockerz-460-Headphones-Assistant/dp/B0CC2G8L22/ref=sr_1_10?crid=1RX9B2Y19OZKP&dib=eyJ2IjoiMSJ9.w0izU9bDtJcOoe3M4VlpPf07kB7YKvL7irNs-U-aFDTpfNZgJIyewqKcZEJOkQV_EjNgVRKKRhDNerxCsp9HtjYhVXQTbWAbF4XraccqZQ5Iz_snykKdptCsMGNLom-ZBN_z7q4jLOvfvATMBGScM-pfYNh6hi42SuZW4yN9lJZjp8gCoj3BkKKg-EbmcB_bX5wrbFv6gJVen5rL7gxgz29dC5nuUVqrTBYW7Bzd5OE.UrxcEUlZOnv5g6uePuVvu9WcGGGgK4wjT7xJQahJ85Q&dib_tag=se&keywords=headphones&qid=1719657061&sprefix=hea%2Caps%2C323&sr=8-10
